,background,justClass,level,feats,HP,AC,Str,Dex,Con,Int,Wis,Cha,skills,weapons,castingStat,processedRace,processedSpells,processedWeapons,levelGroup,Acrobatics,Animal Handling,Arcana,Athletics,Deception,History,Insight,Intimidation,Investigation,Medicine,Nature,Perception,Performance,Persuasion,Religion,Sleight of Hand,Stealth,Survival,castCha,castInt,castWis,castCon,castDex,castStr,simpleWeapon,martialWeapon,rangedWeapon,num_feats,num_spells,multiClass
5350,Charlatan,Bard,5,,45,13,10,14,12,10,14,18,Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Survival|Deception|Intimidation|Performance|Persuasion,Rapier|Dagger|Sling|Quarterstaff,Cha,Half-Elf,,Rapier|Dagger|Sling|Quarterstaff,4-7,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0
5351,Entertainer,Fighter|Bard,3,,29,20,15,8,16,10,10,15,Acrobatics|Investigation|Insight|Perception|Performance|Persuasion,"Crossbow, light|Battleaxe",Cha,Warforged,Thunderclap*0|Light*0|Sleep*1|Healing Word*1|Faerie Fire*1|Disguise Self*1|Thunderwave*1,"Crossbow, Light|Battleaxe",1-3,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7,1
5352,Urban Bounty Hunter,Fighter|Sorcerer,7,,67,17,18,12,14,12,9,14,Athletics|Insight|Perception|Intimidation|Persuasion,"Greatsword|Longsword|Crossbow, light",Int,Half-Orc,Toll the Dead*0|Fire Bolt*0|Ray of Frost*0|Acid Splash*0|Shocking Grasp*0|Poison Spray*0|Burning Hands*1|Magic Missile*1|Thunderwave*1|Shield*1|Magic Weapon*2|Misty Step*2|Scorching Ray*2|Blur*2,"Greatsword|Longsword|Crossbow, Light",4-7,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14,1
5353,Entertainer,Bard,1,,11,11,11,12,16,11,11,16,Acrobatics|Stealth|Deception|Performance|Persuasion,Rapier|Dagger,Cha,Human,Vicious Mockery*0|Minor Illusion*0|Charm Person*1|Disguise Self*1|Faerie Fire*1|Sleep*1,Rapier|Dagger,1-3,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,6,0
5354,Entertainer,Bard,1,,11,11,11,12,16,11,11,16,Acrobatics|Stealth|Deception|Performance|Persuasion,Rapier|Dagger,Cha,Human,,Rapier|Dagger,1-3,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
5355,Noble,Wizard,10,,82,13,10,17,18,21,14,12,Arcana|History|Investigation|Persuasion,Quarterstaff,Int,Human,Animate Dead*3,Quarterstaff,8-11,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
5356,City Watch,Fighter|Barbarian,22,Great Weapon Master|Heavy Armor Master|Sentinel|Lucky|Athlete|Tough|Mobile,227,23,29,12,19,12,10,10,Athletics|Acrobatics|History|Insight|Intimidation,Greatsword|Maul,Int,Human,,Greatsword|Maul,,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,0,1
5357,Guild Artisan,Wizard,24,Spell Sniper|Elven Accuracy|Elemental Adept|War Caster|Lucky,146,13,10,16,14,20,14,12,Arcana|Insight|Medicine|Perception|Persuasion,Quarterstaff,Int,Elf,Blade Ward*0|Fire Bolt*0|Green-Flame Blade*0|Ray of Frost*0|Message*0|Control Flames*0|Identify*1|Find Familiar*1|Catapult*1|Ray of Sickness*1|Disguise Self*1|Misty Step*2|Mirror Image*2|Scorching Ray*2|Nystul's Magic Aura*2|Mind Spike*2|Counterspell*3|Fireball*3|Counterspell*3|Dispel Magic*3|Summon Lesser Demons*3|Vampiric Touch*3|Dimension Door*4|Summon Greater Demon*4|Mordenkainen's Faithful Hound*4|Steel Wind Strike*5|Bigby's Hand*5|Contingency*6|Tenser's Transformation*6|Reverse Gravity*7|Forcecage*7|Sunburst*8|Antimagic Field*8|*|Wish*9|Invulnerability*9,Quarterstaff,,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,5,36,0
5358,Urchin,Rogue|Wizard,8,,63,18,12,20,13,16,12,17,Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception|Persuasion,Shortsword|Dagger,Int,Half-Elf,,Shortsword|Dagger,8-11,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1
5359,Acolyte,Paladin|Warlock,7,,58,18,15,11,13,10,12,20,Athletics|Religion|Insight|Intimidation,Longsword|Longsword,Cha,Aasimar,Armor of Agathys*1|Command*1|Hold Person*2|Spiritual Weapon*2,Longsword|Longsword,4-7,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,4,1
5360,Charlatan,Warlock,6,Flames of Phlegethos,60,14,7,17,14,14,11,20,Sleight of Hand|Arcana|Deception|Intimidation|Persuasion,"Crossbow, light|Dagger",Cha,Tiefling,,"Crossbow, Light|Dagger",4-7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
5361,Sage,Warlock,5,Moderately Armored,36,15,10,16,15,13,15,20,Arcana|History|Religion|Deception,Quarterstaff|Spear|Dagger,Cha,Tiefling,Eldritch Blast*0|Thaumaturgy*0|Prestidigitation*0|Guidance*0|Friends*0|Spare the Dying*0|Hex*1|Hellish Rebuke*1|*|Shatter*2|Hold Person*2|Dispel Magic*3|Major Image*3,Quarterstaff|Spear|Dagger,4-7,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,13,0
5362,Sailor,Barbarian,2,,35,15,15,14,17,8,11,8,Athletics|Nature|Perception|Survival,Greataxe|Handaxe|Javelin,Int,Genasi,,Greataxe|Handaxe|Javelin,1-3,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
5363,Far Traveler,Druid,2,,23,15,10,15,10,14,15,12,Nature|Insight|Perception|Survival,Scimitar,Wis,Tiefling,,Scimitar,1-3,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
5364,Knight,Fighter,6,Great Weapon Master|War Caster,83,16,19,13,18,14,11,12,Athletics|Acrobatics|Arcana|Perception|Survival|Persuasion,"Greataxe|Crossbow, light",Int,Lizardfolk,,"Greataxe|Crossbow, Light",4-7,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0
5365,Charlatan,Rogue,11,Tough,67,15,13,19,14,13,9,12,Athletics|Acrobatics|Sleight of Hand|Stealth|Perception|Deception,Rapier|Shortbow|Dagger,Int,Human,,Rapier|Shortbow|Dagger,8-11,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0
5366,Entertainer,Bard,6,Skilled|Moderately Armored,50,16,13,17,14,12,8,17,Acrobatics|Sleight of Hand|Stealth|Arcana|Investigation|Insight|Perception|Deception|Intimidation|Performance|Persuasion,Rapier|Dagger,Cha,Human,,Rapier|Dagger,4-7,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,2,0,0
5367,Hermit,Monk,7,Martial Adept,57,16,15,18,15,14,11,10,Athletics|Acrobatics|Religion|Medicine,Shortsword|Dart|Unarmed strike,Int,Dragonborn,,Shortsword|Dart|Unarmed Strike,4-7,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
5368,Soldier - Healer,Barbarian,3,,42,13,18,13,15,12,12,12,Athletics|Perception|Survival|Intimidation,Maul|Greatclub,Int,Goliath,,Maul|Greatclub,1-3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
5369,Acolyte,Cleric,5,,60,12,13,10,16,11,18,10,History|Religion|Insight|Medicine,Warhammer,Wis,Dwarf,Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3,Warhammer,4-7,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,6,0
5370,Entertainer,Barbarian|Fighter,4,Tavern Brawler,43,15,16,16,14,8,10,10,Athletics|Acrobatics|Stealth|Intimidation|Performance,Maul (Sledgehammer)|Metal Bar Stool|Handaxe |Unarmed Strike,Int,Human,,||Handaxe|Unarmed Strike,4-7,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
5371,Entertainer,Barbarian|Fighter,5,Tavern Brawler|Great Weapon Master,56,15,16,16,14,8,10,10,Athletics|Acrobatics|Stealth|Intimidation|Performance,Maul (Sledgehammer)|Metal Bar Stool|Handaxe |Unarmed Strike|Scimitar,Int,Human,,||Handaxe|Unarmed Strike|Scimitar,4-7,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,2,0,1
5372,Criminal,Rogue,3,,24,14,10,17,16,14,14,14,Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion,Shortsword|Dagger|Shortbow,Int,Human,,Shortsword|Dagger|Shortbow,1-3,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0
5373,Acolyte,Cleric|Fighter,15,,127,18,16,12,16,10,16,14,History|Religion|Insight,"Warhammer|Crossbow, light",Wis,Human,Guidance*0|Thaumaturgy*0|Light*0|Spare the Dying*0|Fog Cloud*1|Thunderwave*1|Cure Wounds*1|Bless*1|Guiding Bolt*1|Healing Word*1|Gust of Wind*2|Shatter*2|Lesser Restoration*2|Prayer of Healing*2|Spiritual Weapon*2|Call Lightning*3|Sleet Storm*3|Mass Healing Word*3|Remove Curse*3|Control Water*4|Ice Storm*4|Destructive Wave*5|Insect Plague*5,"Warhammer|Crossbow, Light",12-15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,23,1
5374,Sage,Barbarian|Bard|Cleric|Druid|Fighter|Monk|Paladin|Ranger|Rogue|Sorcerer,10,,69,13,13,14,13,13,14,14,Athletics|Acrobatics|Arcana|History|Religion|Perception|Survival|Performance,Maul|Handaxe|Javelin|Unarmed strike|Longbow,Int,Human,Blade Ward*0|*|Mending*0|Vicious Mockery*0|Sacred Flame*0|Spare the Dying*0|Thaumaturgy*0|Druidcraft*0|Thorn Whip*0|Shocking Grasp*0|True Strike*0|Fire Bolt*0|Poison Spray*0|Dissonant Whispers*1|Tasha's Hideous Laughter*1|Command*1|Identify*1|Cure Wounds*1|Bane*1|Entangle*1|Goodberry*1|Magic Missile*1|*,Maul|Handaxe|Javelin|Unarmed Strike|Longbow,8-11,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,23,1
5375,Folk Hero,Cleric,3,,18,16,12,10,12,15,16,16,Animal Handling|Medicine|Survival|Persuasion,"Mace|Crossbow, light",Wis,Human,Mending*0|Resistance*0|Guidance*0|Spare the Dying*0|Identify*1|Searing Smite*1|Cure Wounds*1|Shield of Faith*1|Purify Food and Drink*1|Heat Metal*2|Magic Weapon*2,"Mace|Crossbow, Light",1-3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,11,0
5376,Guild Member - Justice,Paladin,1,,14,20,17,15,18,16,15,20,Religion|Persuasion,Flail|Javelin,Cha,Aasimar,,Flail|Javelin,1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
5377,Far Traveler,Wizard,6,,34,13,10,16,13,18,12,8,Arcana|Insight|Perception,"Quarterstaff|Crossbow, light|Dagger",Int,Elf,Fire Bolt*0|Chill Touch*0|Frostbite*0|Minor Illusion*0|Toll the Dead*0|Magic Missile*1|Mage Armor*1|Burning Hands*1|Shield*1|Detect Magic*1|Tasha's Hideous Laughter*1|Unseen Servant*1|Shatter*2|Hold Person*2|Aganazzar's Scorcher*2|Ray of Enfeeblement*2|Suggestion*2|Animate Dead*3|Fear*3|Lightning Bolt*3,"Quarterstaff|Crossbow, Light|Dagger",4-7,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,20,0
5378,Guild Member - Technology,Wizard,7,War Caster,37,14,10,14,14,16,9,14,Arcana|History|Investigation|Insight,Produce Flame|Shocking Grasp|Ray of Frost,Int,Goblin,Prestidigitation*0|Produce Flame*0|Shocking Grasp*0|Ray of Frost*0|Absorb Elements*1|Mage Armor*1|Chaos Bolt*1|Detect Magic*1|Identify*1|Unseen Servant*1|Grease*1|Burning Hands*1|Shield*1|Dragon's Breath*2|Mirror Image*2|Shatter*2|Magic Weapon*2|Lightning Bolt*3|Counterspell*3|Fireball*3|Conjure Minor Elementals*4|Otiluke's Resilient Sphere*4,||,4-7,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,22,0
5379,Charlatan,Rogue,6,Magic Initiate,53,16,12,18,14,8,10,14,Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion,Shortsword|Shortsword|Dagger,Int,Human,Booming Blade*0|Green-Flame Blade*0|Find Familiar*1,Shortsword|Shortsword|Dagger,4-7,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,3,0
5380,Criminal,Barbarian,6,,80,14,18,13,16,8,12,10,Athletics|Stealth|Perception|Deception|Intimidation,Greataxe|Handaxe|Javelin,Int,Half-Orc,,Greataxe|Handaxe|Javelin,4-7,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
5381,Faction Agent,Sorcerer,6,,47,15,8,14,14,13,10,18,Insight|Perception|Deception|Persuasion,"Crossbow, light|Dagger|Sling",Cha,Tiefling,Fire Bolt*0|Acid Splash*0|Create Bonfire*0|Message*0|Shocking Grasp*0|Thaumaturgy*0|Shield*1|Hellish Rebuke*1|Scorching Ray*2|Mirror Image*2|Pyrotechnics*2|Darkness*2|Fireball*3|Melf's Minute Meteors*3|*,"Crossbow, Light|Dagger|Sling",4-7,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,15,0
5382,Soldier,Sorcerer,4,,30,15,12,15,15,14,15,19,Athletics|Arcana|Insight|Intimidation,"Crossbow, light|Dagger",Cha,Dragonborn,Fire Bolt*0|Create Bonfire*0|Shocking Grasp*0|Frostbite*0|Mage Hand*0|Shield*1|Thunderwave*1|Aganazzar's Scorcher*2|Scorching Ray*2|Misty Step*2,"Crossbow, Light|Dagger",4-7,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10,0
5383,Sailor,Ranger,1,,12,13,10,15,16,12,14,8,Athletics|Nature|Perception|Survival,Shortsword|Longbow,Wis,Dwarf,,Shortsword|Longbow,1-3,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
5384,Sailor,Ranger,1,,12,13,10,15,16,12,14,8,Athletics|Nature|Perception|Survival,Shortsword|Longbow,Wis,Goblin,,Shortsword|Longbow,1-3,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
5385,Acolyte,Fighter,8,,77,16,20,14,18,14,13,16,History|Religion|Insight|Perception,"Shortsword|Crossbow, light",Int,Human,,"Shortsword|Crossbow, Light",8-11,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5386,Acolyte,Cleric,5,,58,20,16,11,20,13,20,9,History|Religion|Insight|Medicine,"Mace|Crossbow, light",Wis,Loxodon,Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2|Elemental Weapon*3|Protection from Energy*3,"Mace|Crossbow, Light",4-7,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,6,0
5387,Soldier,Sorcerer,4,,30,15,12,15,15,14,15,19,Athletics|Arcana|Insight|Intimidation,"Crossbow, light|Dagger",Cha,Dragonborn,Fire Bolt*0|Create Bonfire*0|Shocking Grasp*0|Frostbite*0|Mage Hand*0|Shield*1|Thunderwave*1|Aganazzar's Scorcher*2|Scorching Ray*2|Misty Step*2,"Crossbow, Light|Dagger",4-7,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10,0
5388,Hermit,Monk,8,,42,15,13,16,12,13,14,14,Athletics|History|Religion|Medicine,Dart|Unarmed strike,Int,Dragonborn,,Dart|Unarmed Strike,8-11,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5389,Mercenary Veteran,Fighter,11,Dual Wielder|Sentinel,143,22,20,14,18,9,15,8,Athletics|Acrobatics|History|Perception|Persuasion,"Longsword|Longsword|Crossbow, light",Int,Genasi,,"Longsword|Longsword|Crossbow, Light",8-11,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0
5390,Barbarian Tribe Member,Barbarian,1,,9,14,17,14,14,10,10,8,Athletics|Nature|Perception|Survival|Intimidation,Greataxe|Handaxe|Javelin,Int,Orc,,Greataxe|Handaxe|Javelin,1-3,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
5391,Haunted One,Ranger,1,,5,16,16,17,7,17,18,12,Athletics|Stealth|Arcana|Investigation|Animal Handling|Insight|Survival,Shortsword|Longbow,Wis,Half-Elf,,Shortsword|Longbow,1-3,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0
5392,Custom,Rogue,1,,11,12,12,15,12,13,12,15,Stealth|Insight|Deception|Persuasion,Rapier|Shortbow|Dagger,Int,Human,,Rapier|Shortbow|Dagger,1-3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0
5393,Noble,Rogue,4,,19,14,8,16,8,16,8,19,Sleight of Hand|Stealth|History|Insight|Perception|Deception|Performance|Persuasion,Rapier|Shortbow|Dagger,Int,Half-Elf,Minor Illusion*0|Create Bonfire*0|Fire Bolt*0|Catapult*1|Disguise Self*1|Magic Missile*1|Tasha's Hideous Laughter*1,Rapier|Shortbow|Dagger,4-7,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,7,0
5394,Sailor,Ranger,1,,11,14,10,17,15,12,13,8,Athletics|Insight|Perception|Survival,Shortsword|Longbow,Wis,Goblin,,Shortsword|Longbow,1-3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
5395,Sage,Warlock,2,,15,12,11,12,12,14,12,17,Arcana|History|Religion|Deception,Sickle|Dagger|Dagger,Cha,Tiefling,Eldritch Blast*0|Chill Touch*0|Thaumaturgy*0|Dissonant Whispers*1|Armor of Agathys*1|Hex*1,Sickle|Dagger|Dagger,1-3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,6,0
5396,Sage,Warlock,2,,15,12,11,12,12,14,12,17,Arcana|History|Religion|Deception,Sickle|Dagger|Dagger,Cha,Tiefling,Eldritch Blast*0|Chill Touch*0|Thaumaturgy*0|Dissonant Whispers*1|Armor of Agathys*1|Hex*1,Sickle|Dagger|Dagger,1-3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,6,0
5397,Hermit,Wizard,1,,3,13,9,17,14,15,9,9,Arcana|Investigation|Religion|Medicine,Quarterstaff,Int,Halfling,,Quarterstaff,1-3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5398,Charlatan,Rogue,5,Crossbow Expert,42,16,8,20,14,16,9,18,Acrobatics|Sleight of Hand|Stealth|Investigation|Deception|Persuasion,"Crossbow, Light|Shortsword|Dagger",Int,Halfling,,"Crossbow, Light|Shortsword|Dagger",4-7,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0
5399,Sage,Druid,1,,10,13,12,14,15,14,13,15,Arcana|History|Nature|Animal Handling|Medicine|Survival,"Crossbow, light|Quarterstaff",Wis,Half-Elf,,"Crossbow, Light|Quarterstaff",1-3,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
5400,Guild Member - Spycraft,Monk|Rogue,16,Skulker|Athlete|Prodigy,124,17,13,20,13,16,15,9,Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception,Shortsword|Dart|Unarmed strike,Int,Human,,Shortsword|Dart|Unarmed Strike,16-18,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,3,0,1
5401,Criminal,Rogue,1,,10,15,16,19,14,6,15,14,Athletics|Acrobatics|Sleight of Hand|Stealth|Perception|Deception,Rapier|Shortbow|Dagger,Int,Goblin,,Rapier|Shortbow|Dagger,1-3,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0
5402,Custom,Warlock,1,,10,13,8,14,14,13,10,16,History|Survival,Mace|Spear|Dagger,Cha,Tiefling,,Mace|Spear|Dagger,1-3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
5403,Soldier,Fighter,2,,17,17,17,16,13,15,10,8,Athletics|Perception|Survival|Intimidation,Halberd|Shortsword|Handaxe,Int,Dragonborn,,Halberd|Shortsword|Handaxe,1-3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
5404,Criminal,Rogue,2,Crossbow Expert,17,14,10,16,12,16,10,13,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception,"Shortsword|Dagger|Crossbow, hand|Crossbow, light|Blackjack",Int,Human,,"Shortsword|Dagger|Crossbow, hand|Crossbow, Light|",1-3,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0
5405,Noble,Sorcerer,2,,14,14,8,18,14,12,13,16,Arcana|History|Insight|Perception|Persuasion,Quarterstaff|Dagger,Cha,Elf,,Quarterstaff|Dagger,1-3,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5406,Outlander,Cleric,6,,48,18,14,12,15,8,18,10,Athletics|Religion|Insight|Perception|Survival,"Crossbow, light|Warhammer",Wis,Lizardfolk,Light*0|Sacred Flame*0|Spare the Dying*0|Identify*1|Searing Smite*1|Cure Wounds*1|Healing Word*1|Inflict Wounds*1|Guiding Bolt*1|Heat Metal*2|Magic Weapon*2|Spiritual Weapon*2|Aid*2|*|Elemental Weapon*3|Protection from Energy*3|Spirit Guardians*3|Revivify*3,"Crossbow, Light|Warhammer",4-7,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,18,0
5407,Soldier,Blood Hunter,6,Heavily Armored,63,17,18,12,14,8,14,10,Athletics|Investigation|Insight|Survival|Intimidation,"Greatsword|Crossbow, light",Int,Goliath,,"Greatsword|Crossbow, Light",4-7,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
5408,Entertainer,Barbarian,1,,15,14,16,13,16,8,12,12,Athletics|Acrobatics|Intimidation|Performance,Maul|Javelin|Light hammer,Int,Dwarf,,Maul|Javelin|Light hammer,1-3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
5409,Hermit,Monk,1,,10,15,16,16,14,9,14,10,Acrobatics|History|Religion|Medicine,Quarterstaff|Dart|Unarmed strike,Int,Dragonborn,,Quarterstaff|Dart|Unarmed Strike,1-3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
5410,Entertainer,Bard,6,,46,14,8,16,13,12,10,18,Acrobatics|Sleight of Hand|Stealth|Arcana|Investigation|Perception|Deception|Performance|Persuasion,"Rapier|Dagger|Crossbow, light",Cha,Elf,Vicious Mockery*0|Minor Illusion*0|Friends*0|Dancing Lights*0|Dissonant Whispers*1|Faerie Fire*1|Tasha's Hideous Laughter*1|Cure Wounds*1|Faerie Fire*1|Heat Metal*2|Phantasmal Force*2|Darkness*2|Bestow Curse*3|Enemies Abound*3|Hypnotic Pattern*3,"Rapier|Dagger|Crossbow, Light",4-7,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,15,0
5411,Criminal,Rogue,8,,46,15,8,18,10,16,11,15,Acrobatics|Sleight of Hand|Stealth|Investigation|Deception|Persuasion,Shortsword|Shortbow|Dagger,Int,Tiefling,,Shortsword|Shortbow|Dagger,8-11,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0
5412,Hermit,Warlock,12,,85,15,8,18,12,14,8,20,Arcana|Religion|Medicine|Intimidation,Mace|Dagger,Cha,Tiefling,,Mace|Dagger,12-15,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5413,Folk Hero,Ranger,8,,76,16,10,19,15,11,14,13,Nature|Animal Handling|Insight|Perception|Survival,Shortsword|Longbow,Wis,Human,,Shortsword|Longbow,8-11,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
5414,Folk Hero,Cleric,12,,127,18,16,9,18,11,18,11,History|Religion|Animal Handling|Survival,"Warhammer|Crossbow, light",Wis,Human,Fog Cloud*1|Thunderwave*1|Gust of Wind*2|Shatter*2|Call Lightning*3|Sleet Storm*3|Control Water*4|Ice Storm*4|Destructive Wave*5|Insect Plague*5,"Warhammer|Crossbow, Light",12-15,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,10,0
5415,City Watch,Paladin,8,,72,16,18,10,14,10,14,13,Athletics|Religion|Insight|Intimidation,Longsword|Javelin,Cha,Dragonborn,Command*1|Compelled Duel*1|Warding Bond*2|Zone of Truth*2,Longsword|Javelin,8-11,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,4,0
